CensusYear,Sex,Single Year of Age,Administrative Counties,VALUE
2022,Male,23,Louth County Council,812
2022,Male,23,Meath County Council,1257
2022,Male,23,Offaly County Council,453
2022,Male,23,Westmeath County Council,584
2022,Male,23,Wexford County Council,854
2022,Male,23,Wicklow County Council,811
2022,Male,23,Clare County Council,632
2022,Male,23,Cork City Council,1721
2022,Male,23,Cork County Council,1785
2022,Male,23,Kerry County Council,834
2022,Male,23,Limerick City & County Council,1351
2022,Male,23,Tipperary County Council,866
2022,Male,23,Waterford City & County Council,740
2022,Male,23,Galway City Council,795
2022,Male,23,Galway County Council,907
2022,Male,23,Leitrim County Council,177
2022,Male,23,Mayo  County Council,619
2022,Male,23,Roscommon County Council,336
2022,Male,23,Sligo County Council,365
2022,Male,23,Cavan County Council,436
2022,Male,23,Donegal County Council,809
2022,Male,23,Monaghan County Council,360
2022,Male,24,Carlow County Council,340
2022,Male,24,Dublin City Council,5137
2022,Male,24,Dún Laoghaire Rathdown County Council,1508
2022,Male,24,Fingal County Council,1818
2022,Male,24,South Dublin County Council,1855
2022,Male,24,Kildare County Council,1340
2022,Male,24,Kilkenny County Council,526
2022,Male,24,Laois County Council,471
2022,Male,24,Longford County Council,239
2022,Male,24,Louth County Council,737
2022,Male,24,Meath County Council,1170
2022,Male,24,Offaly County Council,437
2022,Male,24,Westmeath County Council,567
2022,Male,24,Wexford County Council,837
2022,Male,24,Wicklow County Council,725
2022,Male,24,Clare County Council,649
2022,Male,24,Cork City Council,1687
2022,Male,24,Cork County Council,1704
2022,Male,24,Kerry County Council,750
2022,Male,24,Limerick City & County Council,1355
2022,Male,24,Tipperary County Council,842
2022,Male,24,Waterford City & County Council,711
2022,Male,24,Galway City Council,855
2022,Male,24,Galway County Council,899
2022,Male,24,Leitrim County Council,147
2022,Male,24,Mayo  County Council,644
2022,Male,24,Roscommon County Council,285
2022,Male,24,Sligo County Council,373
2022,Male,24,Cavan County Council,429
2022,Male,24,Donegal County Council,821
2022,Male,24,Monaghan County Council,376
2022,Male,25,Carlow County Council,330
2022,Male,25,Dublin City Council,5634
2022,Male,25,Dún Laoghaire Rathdown County Council,1532
2022,Male,25,Fingal County Council,1831
2022,Male,25,South Dublin County Council,1761
2022,Male,25,Kildare County Council,1344
2022,Male,25,Kilkenny County Council,539
2022,Male,25,Laois County Council,437
2022,Male,25,Longford County Council,210
2022,Male,25,Louth County Council,750
2022,Male,25,Meath County Council,1073
2022,Male,25,Offaly County Council,424
2022,Male,25,Westmeath County Council,517
2022,Male,25,Wexford County Council,793
2022,Male,25,Wicklow County Council,687
2022,Male,25,Clare County Council,627
2022,Male,25,Cork City Council,1779
2022,Male,25,Cork County Council,1590
2022,Male,25,Kerry County Council,755
2022,Male,25,Limerick City & County Council,1346
2022,Male,25,Tipperary County Council,844
2022,Male,25,Waterford City & County Council,654
2022,Male,25,Galway City Council,788
2022,Male,25,Galway County Council,802
2022,Male,25,Leitrim County Council,142
2022,Male,25,Mayo  County Council,598
2022,Male,25,Roscommon County Council,312
2022,Male,25,Sligo County Council,359
2022,Male,25,Cavan County Council,438
2022,Male,25,Donegal County Council,757
2022,Male,25,Monaghan County Council,316
2022,Male,26,Carlow County Council,330
2022,Male,26,Dublin City Council,5732
2022,Male,26,Dún Laoghaire Rathdown County Council,1537
2022,Male,26,Fingal County Council,1841
2022,Male,26,South Dublin County Council,1713
2022,Male,26,Kildare County Council,1235
2022,Male,26,Kilkenny County Council,472
2022,Male,26,Laois County Council,459
2022,Male,26,Longford County Council,250
2022,Male,26,Louth County Council,676
2022,Male,26,Meath County Council,1008
2022,Male,26,Offaly County Council,409
2022,Male,26,Westmeath County Council,527
2022,Male,26,Wexford County Council,803
2022,Male,26,Wicklow County Council,667
2022,Male,26,Clare County Council,586
2022,Male,26,Cork City Council,1757
2022,Male,26,Cork County Council,1512
2022,Male,26,Kerry County Council,711
2022,Male,26,Limerick City & County Council,1264
2022,Male,26,Tipperary County Council,768
2022,Male,26,Waterford City & County Council,641
2022,Male,26,Galway City Council,771
2022,Male,26,Galway County Council,842
2022,Male,26,Leitrim County Council,156
2022,Male,26,Mayo  County Council,579
2022,Male,26,Roscommon County Council,316
2022,Male,26,Sligo County Council,316
2022,Male,26,Cavan County Council,402
2022,Male,26,Donegal County Council,772
2022,Male,26,Monaghan County Council,324
2022,Male,27,Carlow County Council,349
2022,Male,27,Dublin City Council,5965
2022,Male,27,Dún Laoghaire Rathdown County Council,1471
2022,Male,27,Fingal County Council,1809
2022,Male,27,South Dublin County Council,1745
2022,Male,27,Kildare County Council,1294
2022,Male,27,Kilkenny County Council,470
2022,Male,27,Laois County Council,482
2022,Male,27,Longford County Council,230
2022,Male,27,Louth County Council,697
2022,Male,27,Meath County Council,992
2022,Male,27,Offaly County Council,417
2022,Male,27,Westmeath County Council,505
2022,Male,27,Wexford County Council,743
2022,Male,27,Wicklow County Council,682
2022,Male,27,Clare County Council,593
2022,Male,27,Cork City Council,1702
2022,Male,27,Cork County Council,1526
2022,Male,27,Kerry County Council,713
2022,Male,27,Limerick City & County Council,1229
2022,Male,27,Tipperary County Council,775
2022,Male,27,Waterford City & County Council,639
2022,Male,27,Galway City Council,730
2022,Male,27,Galway County Council,672
2022,Male,27,Leitrim County Council,137
2022,Male,27,Mayo  County Council,556
2022,Male,27,Roscommon County Council,275
2022,Male,27,Sligo County Council,337
2022,Male,27,Cavan County Council,380
2022,Male,27,Donegal County Council,695
2022,Male,27,Monaghan County Council,352
2022,Male,28,Carlow County Council,304
2022,Male,28,Dublin City Council,5931
2022,Male,28,Dún Laoghaire Rathdown County Council,1412
2022,Male,28,Fingal County Council,1772
2022,Male,28,South Dublin County Council,1741
2022,Male,28,Kildare County Council,1226
2022,Male,28,Kilkenny County Council,480
2022,Male,28,Laois County Council,441
2022,Male,28,Longford County Council,224
2022,Male,28,Louth County Council,739
2022,Male,28,Meath County Council,1021
2022,Male,28,Offaly County Council,404
2022,Male,28,Westmeath County Council,471
2022,Male,28,Wexford County Council,740
2022,Male,28,Wicklow County Council,707
2022,Male,28,Clare County Council,580
2022,Male,28,Cork City Council,1712
2022,Male,28,Cork County Council,1514
2022,Male,28,Kerry County Council,666
2022,Male,28,Limerick City & County Council,1153
2022,Male,28,Tipperary County Council,809
2022,Male,28,Waterford City & County Council,607
2022,Male,28,Galway City Council,704
2022,Male,28,Galway County Council,784
2022,Male,28,Leitrim County Council,143
2022,Male,28,Mayo  County Council,598
2022,Male,28,Roscommon County Council,297
2022,Male,28,Sligo County Council,310
2022,Male,28,Cavan County Council,389
2022,Male,28,Donegal County Council,714
2022,Male,28,Monaghan County Council,309
2022,Male,29,Carlow County Council,353
2022,Male,29,Dublin City Council,6102
2022,Male,29,Dún Laoghaire Rathdown County Council,1431
2022,Male,29,Fingal County Council,1824
2022,Male,29,South Dublin County Council,1786
2022,Male,29,Kildare County Council,1329
2022,Male,29,Kilkenny County Council,530
2022,Male,29,Laois County Council,448
2022,Male,29,Longford County Council,205
2022,Male,29,Louth County Council,708
2022,Male,29,Meath County Council,1091
2022,Male,29,Offaly County Council,411
2022,Male,29,Westmeath County Council,555
2022,Male,29,Wexford County Council,760
2022,Male,29,Wicklow County Council,696
2022,Male,29,Clare County Council,605
2022,Male,29,Cork City Council,1717
2022,Male,29,Cork County Council,1603
2022,Male,29,Kerry County Council,706
2022,Male,29,Limerick City & County Council,1230
2022,Male,29,Tipperary County Council,823
2022,Male,29,Waterford City & County Council,622
2022,Male,29,Galway City Council,737
2022,Male,29,Galway County Council,847
2022,Male,29,Leitrim County Council,156
2022,Male,29,Mayo  County Council,599
2022,Male,29,Roscommon County Council,314
2022,Male,29,Sligo County Council,327
2022,Male,29,Cavan County Council,390
2022,Male,29,Donegal County Council,754
2022,Male,29,Monaghan County Council,330
2022,Male,30,Carlow County Council,367
2022,Male,30,Dublin City Council,6163
2022,Male,30,Dún Laoghaire Rathdown County Council,1511
2022,Male,30,Fingal County Council,1888
2022,Male,30,South Dublin County Council,1819
2022,Male,30,Kildare County Council,1372
2022,Male,30,Kilkenny County Council,513
2022,Male,30,Laois County Council,470
2022,Male,30,Longford County Council,263
2022,Male,30,Louth County Council,769
2022,Male,30,Meath County Council,1097
2022,Male,30,Offaly County Council,447
2022,Male,30,Westmeath County Council,523
2022,Male,30,Wexford County Council,877
2022,Male,30,Wicklow County Council,688
2022,Male,30,Clare County Council,582
2022,Male,30,Cork City Council,1703
2022,Male,30,Cork County Council,1672
2022,Male,30,Kerry County Council,792
2022,Male,30,Limerick City & County Council,1250
2022,Male,30,Tipperary County Council,827
2022,Male,30,Waterford City & County Council,719
2022,Male,30,Galway City Council,677
2022,Male,30,Galway County Council,813
2022,Male,30,Leitrim County Council,164
2022,Male,30,Mayo  County Council,657
2022,Male,30,Roscommon County Council,315
2022,Male,30,Sligo County Council,334
2022,Male,30,Cavan County Council,416
2022,Male,30,Donegal County Council,788
2022,Male,30,Monaghan County Council,382
2022,Male,31,Carlow County Council,349
2022,Male,31,Dublin City Council,6287
2022,Male,31,Dún Laoghaire Rathdown County Council,1510
2022,Male,31,Fingal County Council,2061
2022,Male,31,South Dublin County Council,1898
2022,Male,31,Kildare County Council,1396
2022,Male,31,Kilkenny County Council,599
2022,Male,31,Laois County Council,509
2022,Male,31,Longford County Council,232
2022,Male,31,Louth County Council,796
2022,Male,31,Meath County Council,1252
2022,Male,31,Offaly County Council,443
2022,Male,31,Westmeath County Council,602
2022,Male,31,Wexford County Council,945
2022,Male,31,Wicklow County Council,783
2022,Male,31,Clare County Council,623
2022,Male,31,Cork City Council,1767
2022,Male,31,Cork County Council,1725
2022,Male,31,Kerry County Council,772
2022,Male,31,Limerick City & County Council,1205
2022,Male,31,Tipperary County Council,867
2022,Male,31,Waterford City & County Council,712
2022,Male,31,Galway City Council,759
2022,Male,31,Galway County Council,958
2022,Male,31,Leitrim County Council,155
2022,Male,31,Mayo  County Council,719
2022,Male,31,Roscommon County Council,343
2022,Male,31,Sligo County Council,334
2022,Male,31,Cavan County Council,450
2022,Male,31,Donegal County Council,831
2022,Male,31,Monaghan County Council,355
2022,Male,32,Carlow County Council,362
2022,Male,32,Dublin City Council,6080
2022,Male,32,Dún Laoghaire Rathdown County Council,1516
2022,Male,32,Fingal County Council,2088
2022,Male,32,South Dublin County Council,1887
2022,Male,32,Kildare County Council,1462
2022,Male,32,Kilkenny County Council,578
2022,Male,32,Laois County Council,559
2022,Male,32,Longford County Council,267
2022,Male,32,Louth County Council,782
2022,Male,32,Meath County Council,1254
2022,Male,32,Offaly County Council,447
2022,Male,32,Westmeath County Council,562
2022,Male,32,Wexford County Council,906
2022,Male,32,Wicklow County Council,827
2022,Male,32,Clare County Council,642
2022,Male,32,Cork City Council,1727
2022,Male,32,Cork County Council,1791
2022,Male,32,Kerry County Council,854
2022,Male,32,Limerick City & County Council,1316
2022,Male,32,Tipperary County Council,867
2022,Male,32,Waterford City & County Council,771
2022,Male,32,Galway City Council,655
2022,Male,32,Galway County Council,907
2022,Male,32,Leitrim County Council,163
2022,Male,32,Mayo  County Council,667
2022,Male,32,Roscommon County Council,381
2022,Male,32,Sligo County Council,361
2022,Male,32,Cavan County Council,466
2022,Male,32,Donegal County Council,927
2022,Male,32,Monaghan County Council,341
2022,Male,33,Carlow County Council,366
2022,Male,33,Dublin City Council,5734
2022,Male,33,Dún Laoghaire Rathdown County Council,1442
2022,Male,33,Fingal County Council,2157
2022,Male,33,South Dublin County Council,1895
2022,Male,33,Kildare County Council,1522
2022,Male,33,Kilkenny County Council,563
2022,Male,33,Laois County Council,538
2022,Male,33,Longford County Council,261
2022,Male,33,Louth County Council,814
2022,Male,33,Meath County Council,1253
2022,Male,33,Offaly County Council,444
2022,Male,33,Westmeath County Council,582
2022,Male,33,Wexford County Council,821
2022,Male,33,Wicklow County Council,837
2022,Male,33,Clare County Council,643
2022,Male,33,Cork City Council,1633
2022,Male,33,Cork County Council,1910
2022,Male,33,Kerry County Council,755
2022,Male,33,Limerick City & County Council,1310
2022,Male,33,Tipperary County Council,884
2022,Male,33,Waterford City & County Council,686
2022,Male,33,Galway City Council,594
2022,Male,33,Galway County Council,996
2022,Male,33,Leitrim County Council,173
2022,Male,33,Mayo  County Council,761
2022,Male,33,Roscommon County Council,359
2022,Male,33,Sligo County Council,321
2022,Male,33,Cavan County Council,466
2022,Male,33,Donegal County Council,868
2022,Male,33,Monaghan County Council,300
2022,Male,34,Carlow County Council,360
2022,Male,34,Dublin City Council,5503
2022,Male,34,Dún Laoghaire Rathdown County Council,1488
2022,Male,34,Fingal County Council,2188
2022,Male,34,South Dublin County Council,2040
2022,Male,34,Kildare County Council,1563
2022,Male,34,Kilkenny County Council,594
2022,Male,34,Laois County Council,548
2022,Male,34,Longford County Council,291
2022,Male,34,Louth County Council,890
2022,Male,34,Meath County Council,1350
2022,Male,34,Offaly County Council,503
2022,Male,34,Westmeath County Council,575
2022,Male,34,Wexford County Council,961
2022,Male,34,Wicklow County Council,865
2022,Male,34,Clare County Council,714
2022,Male,34,Cork City Council,1636
2022,Male,34,Cork County Council,2038
2022,Male,34,Kerry County Council,817
2022,Male,34,Limerick City & County Council,1314
2022,Male,34,Tipperary County Council,939
2022,Male,34,Waterford City & County Council,711
2022,Male,34,Galway City Council,611
2022,Male,34,Galway County Council,1056
2022,Male,34,Leitrim County Council,192
2022,Male,34,Mayo  County Council,778
2022,Male,34,Roscommon County Council,383
2022,Male,34,Sligo County Council,370
2022,Male,34,Cavan County Council,475
2022,Male,34,Donegal County Council,946
2022,Male,34,Monaghan County Council,422
2022,Male,35,Carlow County Council,387
2022,Male,35,Dublin City Council,5488
2022,Male,35,Dún Laoghaire Rathdown County Council,1506
2022,Male,35,Fingal County Council,2321
2022,Male,35,South Dublin County Council,2054
2022,Male,35,Kildare County Council,1722
2022,Male,35,Kilkenny County Council,634
2022,Male,35,Laois County Council,655
2022,Male,35,Longford County Council,296
2022,Male,35,Louth County Council,868
2022,Male,35,Meath County Council,1504
2022,Male,35,Offaly County Council,546
2022,Male,35,Westmeath County Council,666
2022,Male,35,Wexford County Council,986
2022,Male,35,Wicklow County Council,923
2022,Male,35,Clare County Council,729
2022,Male,35,Cork City Council,1687
2022,Male,35,Cork County Council,2181
2022,Male,35,Kerry County Council,860
2022,Male,35,Limerick City & County Council,1404
2022,Male,35,Tipperary County Council,982
2022,Male,35,Waterford City & County Council,807
2022,Male,35,Galway City Council,610
2022,Male,35,Galway County Council,1139
